,pid,jitter,x,sum,total,%,levels
118,10,8,"(10, 8)",14,25,0.56,0.17969068319023127
119,10,9,"(10, 9)",14,22,0.6363636363636364,0.2997421251594704
120,10,10,"(10, 10)",12,24,0.5,0.5
121,11,0,"(11, 0)",13,14,0.9285714285714286,0.0
122,11,1,"(11, 1)",28,30,0.9333333333333333,0.005
123,11,2,"(11, 2)",41,47,0.8723404255319149,0.008340502686000294
124,11,3,"(11, 3)",47,57,0.8245614035087719,0.01391279701103562
125,11,4,"(11, 4)",74,89,0.8314606741573034,0.023207944168063883
126,11,5,"(11, 5)",65,88,0.7386363636363636,0.03871318413405634
127,11,6,"(11, 6)",16,38,0.42105263157894735,0.0645774832507442
128,11,7,"(11, 7)",4,16,0.25,0.10772173450159415
129,11,8,"(11, 8)",8,17,0.47058823529411764,0.17969068319023127
130,11,9,"(11, 9)",6,16,0.375,0.2997421251594704
131,11,10,"(11, 10)",18,27,0.6666666666666666,0.5
132,12,0,"(12, 0)",29,40,0.725,0.0
133,12,1,"(12, 1)",27,35,0.7714285714285715,0.005
134,12,2,"(12, 2)",36,45,0.8,0.008340502686000294
135,12,3,"(12, 3)",49,61,0.8032786885245902,0.01391279701103562
136,12,4,"(12, 4)",48,65,0.7384615384615385,0.023207944168063883
137,12,5,"(12, 5)",23,41,0.5609756097560976,0.03871318413405634
138,12,6,"(12, 6)",16,30,0.5333333333333333,0.0645774832507442
139,12,7,"(12, 7)",15,27,0.5555555555555556,0.10772173450159415
140,12,8,"(12, 8)",2,15,0.13333333333333333,0.17969068319023127
141,12,9,"(12, 9)",8,19,0.42105263157894735,0.2997421251594704
142,12,10,"(12, 10)",5,15,0.3333333333333333,0.5
143,13,0,"(13, 0)",108,178,0.6067415730337079,0.0
144,13,1,"(13, 1)",50,74,0.6756756756756757,0.005
145,13,2,"(13, 2)",26,40,0.65,0.008340502686000294
146,13,3,"(13, 3)",18,28,0.6428571428571429,0.01391279701103562
147,13,4,"(13, 4)",16,25,0.64,0.023207944168063883
148,13,5,"(13, 5)",22,30,0.7333333333333333,0.03871318413405634
149,13,6,"(13, 6)",10,23,0.43478260869565216,0.0645774832507442
150,13,7,"(13, 7)",10,20,0.5,0.10772173450159415
151,13,8,"(13, 8)",12,22,0.5454545454545454,0.17969068319023127
152,13,9,"(13, 9)",15,26,0.5769230769230769,0.2997421251594704
153,13,10,"(13, 10)",8,19,0.42105263157894735,0.5
154,14,0,"(14, 0)",102,139,0.7338129496402878,0.0
155,14,1,"(14, 1)",49,71,0.6901408450704225,0.005
156,14,2,"(14, 2)",35,47,0.7446808510638298,0.008340502686000294
157,14,3,"(14, 3)",32,43,0.7441860465116279,0.01391279701103562
158,14,4,"(14, 4)",18,28,0.6428571428571429,0.023207944168063883
159,14,5,"(14, 5)",22,31,0.7096774193548387,0.03871318413405634
160,14,6,"(14, 6)",16,26,0.6153846153846154,0.0645774832507442
161,14,7,"(14, 7)",10,22,0.45454545454545453,0.10772173450159415
162,14,8,"(14, 8)",9,17,0.5294117647058824,0.17969068319023127
163,14,9,"(14, 9)",5,13,0.38461538461538464,0.2997421251594704
164,14,10,"(14, 10)",9,15,0.6,0.5
165,15,0,"(15, 0)",58,70,0.8285714285714286,0.0
166,15,1,"(15, 1)",33,47,0.7021276595744681,0.005
167,15,2,"(15, 2)",40,50,0.8,0.008340502686000294
168,15,3,"(15, 3)",40,53,0.7547169811320755,0.01391279701103562
169,15,4,"(15, 4)",40,55,0.7272727272727273,0.023207944168063883
170,15,5,"(15, 5)",18,36,0.5,0.03871318413405634
171,15,6,"(15, 6)",9,21,0.42857142857142855,0.0645774832507442
172,15,7,"(15, 7)",7,16,0.4375,0.10772173450159415
173,15,8,"(15, 8)",5,15,0.3333333333333333,0.17969068319023127
174,15,9,"(15, 9)",21,30,0.7,0.2997421251594704
175,15,10,"(15, 10)",12,26,0.46153846153846156,0.5
176,16,0,"(16, 0)",31,40,0.775,0.0
177,16,2,"(16, 2)",12,21,0.5714285714285714,0.008340502686000294
178,16,4,"(16, 4)",12,15,0.8,0.023207944168063883
179,16,6,"(16, 6)",32,36,0.8888888888888888,0.0645774832507442
180,16,8,"(16, 8)",35,47,0.7446808510638298,0.17969068319023127
181,16,10,"(16, 10)",9,24,0.375,0.5
182,16,12,"(16, 12)",11,18,0.6111111111111112,12.0
183,16,14,"(16, 14)",16,25,0.64,14.0
184,16,16,"(16, 16)",13,24,0.5416666666666666,16.0
185,16,18,"(16, 18)",4,14,0.2857142857142857,18.0
186,16,20,"(16, 20)",9,17,0.5294117647058824,20.0
187,17,0,"(17, 0)",29,35,0.8285714285714286,0.0
188,17,1,"(17, 1)",23,29,0.7931034482758621,0.005
189,17,2,"(17, 2)",38,45,0.8444444444444444,0.008340502686000294
190,17,3,"(17, 3)",33,46,0.717391304347826,0.01391279701103562
191,17,4,"(17, 4)",51,66,0.7727272727272727,0.023207944168063883
192,17,5,"(17, 5)",37,57,0.6491228070175439,0.03871318413405634
193,17,6,"(17, 6)",12,31,0.3870967741935484,0.0645774832507442
194,17,7,"(17, 7)",11,21,0.5238095238095238,0.10772173450159415
195,17,8,"(17, 8)",18,28,0.6428571428571429,0.17969068319023127
196,17,9,"(17, 9)",21,34,0.6176470588235294,0.2997421251594704
197,17,10,"(17, 10)",23,38,0.6052631578947368,0.5
198,18,0,"(18, 0)",20,26,0.7692307692307693,0.0
199,18,1,"(18, 1)",34,38,0.8947368421052632,0.005
200,18,2,"(18, 2)",42,51,0.8235294117647058,0.008340502686000294
201,18,3,"(18, 3)",51,63,0.8095238095238095,0.01391279701103562
202,18,4,"(18, 4)",39,60,0.65,0.023207944168063883
203,18,5,"(18, 5)",34,49,0.6938775510204082,0.03871318413405634
204,18,6,"(18, 6)",10,24,0.4166666666666667,0.0645774832507442
205,18,7,"(18, 7)",5,14,0.35714285714285715,0.10772173450159415
206,18,8,"(18, 8)",21,31,0.6774193548387096,0.17969068319023127
207,18,9,"(18, 9)",24,38,0.631578947368421,0.2997421251594704
208,18,10,"(18, 10)",19,35,0.5428571428571428,0.5
209,19,0,"(19, 0)",43,50,0.86,0.0
210,19,1,"(19, 1)",55,65,0.8461538461538461,0.005
211,19,2,"(19, 2)",57,71,0.8028169014084507,0.008340502686000294
212,19,3,"(19, 3)",36,52,0.6923076923076923,0.01391279701103562
213,19,4,"(19, 4)",41,50,0.82,0.023207944168063883
214,19,5,"(19, 5)",19,31,0.6129032258064516,0.03871318413405634
215,19,6,"(19, 6)",23,30,0.7666666666666667,0.0645774832507442
216,19,7,"(19, 7)",5,14,0.35714285714285715,0.10772173450159415
217,19,8,"(19, 8)",2,6,0.3333333333333333,0.17969068319023127
218,19,9,"(19, 9)",5,10,0.5,0.2997421251594704
219,19,10,"(19, 10)",7,13,0.5384615384615384,0.5
220,20,0,"(20, 0)",71,86,0.8255813953488372,0.0
221,20,1,"(20, 1)",49,70,0.7,0.005
222,20,2,"(20, 2)",50,66,0.7575757575757576,0.008340502686000294
223,20,3,"(20, 3)",36,52,0.6923076923076923,0.01391279701103562
224,20,4,"(20, 4)",28,44,0.6363636363636364,0.023207944168063883
225,20,5,"(20, 5)",20,33,0.6060606060606061,0.03871318413405634
226,20,6,"(20, 6)",21,33,0.6363636363636364,0.0645774832507442
227,20,7,"(20, 7)",10,23,0.43478260869565216,0.10772173450159415
228,20,8,"(20, 8)",9,19,0.47368421052631576,0.17969068319023127
229,20,9,"(20, 9)",8,18,0.4444444444444444,0.2997421251594704
230,20,10,"(20, 10)",11,21,0.5238095238095238,0.5
231,21,0,"(21, 0)",48,59,0.8135593220338984,0.0
232,21,1,"(21, 1)",59,72,0.8194444444444444,0.005
233,21,2,"(21, 2)",47,64,0.734375,0.008340502686000294
234,21,3,"(21, 3)",41,54,0.7592592592592593,0.01391279701103562
235,21,4,"(21, 4)",40,53,0.7547169811320755,0.023207944168063883
236,21,5,"(21, 5)",26,40,0.65,0.03871318413405634
237,21,6,"(21, 6)",11,23,0.4782608695652174,0.0645774832507442
238,21,7,"(21, 7)",6,16,0.375,0.10772173450159415
239,21,8,"(21, 8)",6,16,0.375,0.17969068319023127
240,21,9,"(21, 9)",4,14,0.2857142857142857,0.2997421251594704
241,21,10,"(21, 10)",8,16,0.5,0.5
242,22,0,"(22, 0)",8,8,1.0,0.0
243,22,1,"(22, 1)",8,8,1.0,0.005
244,22,2,"(22, 2)",8,8,1.0,0.008340502686000294
245,22,3,"(22, 3)",8,8,1.0,0.01391279701103562
246,22,4,"(22, 4)",41,41,1.0,0.023207944168063883
247,22,5,"(22, 5)",87,98,0.8877551020408163,0.03871318413405634
248,22,6,"(22, 6)",79,105,0.7523809523809524,0.0645774832507442
249,22,7,"(22, 7)",45,71,0.6338028169014085,0.10772173450159415
250,22,8,"(22, 8)",15,32,0.46875,0.17969068319023127
251,22,9,"(22, 9)",11,21,0.5238095238095238,0.2997421251594704
252,22,10,"(22, 10)",22,32,0.6875,0.5
253,23,0,"(23, 0)",34,51,0.6666666666666666,0.0
254,23,1,"(23, 1)",33,41,0.8048780487804879,0.005
255,23,2,"(23, 2)",26,36,0.7222222222222222,0.008340502686000294
256,23,3,"(23, 3)",36,44,0.8181818181818182,0.01391279701103562
257,23,4,"(23, 4)",20,35,0.5714285714285714,0.023207944168063883
258,23,5,"(23, 5)",22,33,0.6666666666666666,0.03871318413405634
259,23,6,"(23, 6)",19,32,0.59375,0.0645774832507442
260,23,7,"(23, 7)",15,28,0.5357142857142857,0.10772173450159415
261,23,8,"(23, 8)",22,35,0.6285714285714286,0.17969068319023127
262,23,9,"(23, 9)",16,29,0.5517241379310345,0.2997421251594704
263,23,10,"(23, 10)",17,29,0.5862068965517241,0.5
264,24,0,"(24, 0)",72,113,0.6371681415929203,0.0
265,24,1,"(24, 1)",45,59,0.7627118644067796,0.005
266,24,2,"(24, 2)",22,36,0.6111111111111112,0.008340502686000294
267,24,3,"(24, 3)",17,24,0.7083333333333334,0.01391279701103562
268,24,4,"(24, 4)",29,35,0.8285714285714286,0.023207944168063883
269,24,5,"(24, 5)",29,39,0.7435897435897436,0.03871318413405634
270,24,6,"(24, 6)",18,32,0.5625,0.0645774832507442
271,24,7,"(24, 7)",8,20,0.4,0.10772173450159415
272,24,8,"(24, 8)",9,18,0.5,0.17969068319023127
273,24,9,"(24, 9)",18,27,0.6666666666666666,0.2997421251594704
274,24,10,"(24, 10)",15,29,0.5172413793103449,0.5
275,25,0,"(25, 0)",38,48,0.7916666666666666,0.0
276,25,1,"(25, 1)",18,27,0.6666666666666666,0.005
277,25,2,"(25, 2)",29,32,0.90625,0.008340502686000294
278,25,3,"(25, 3)",28,38,0.7368421052631579,0.01391279701103562
279,25,4,"(25, 4)",56,65,0.8615384615384616,0.023207944168063883
280,25,5,"(25, 5)",56,75,0.7466666666666667,0.03871318413405634
281,25,6,"(25, 6)",32,53,0.6037735849056604,0.0645774832507442
282,25,7,"(25, 7)",8,22,0.36363636363636365,0.10772173450159415
283,25,8,"(25, 8)",3,12,0.25,0.17969068319023127
284,25,9,"(25, 9)",8,17,0.47058823529411764,0.2997421251594704
285,25,10,"(25, 10)",13,23,0.5652173913043478,0.5
286,26,0,"(26, 0)",104,164,0.6341463414634146,0.0
287,26,1,"(26, 1)",54,77,0.7012987012987013,0.005
288,26,2,"(26, 2)",34,48,0.7083333333333334,0.008340502686000294
289,26,3,"(26, 3)",25,36,0.6944444444444444,0.01391279701103562
290,26,4,"(26, 4)",13,23,0.5652173913043478,0.023207944168063883
291,26,5,"(26, 5)",12,19,0.631578947368421,0.03871318413405634
292,26,6,"(26, 6)",17,25,0.68,0.0645774832507442
293,26,7,"(26, 7)",10,19,0.5263157894736842,0.10772173450159415
294,26,8,"(26, 8)",6,12,0.5,0.17969068319023127
295,26,9,"(26, 9)",4,9,0.4444444444444444,0.2997421251594704
296,26,10,"(26, 10)",16,23,0.6956521739130435,0.5
297,27,0,"(27, 0)",56,66,0.8484848484848485,0.0
298,27,1,"(27, 1)",39,54,0.7222222222222222,0.005
299,27,2,"(27, 2)",26,37,0.7027027027027027,0.008340502686000294
300,27,3,"(27, 3)",35,43,0.813953488372093,0.01391279701103562
301,27,4,"(27, 4)",42,54,0.7777777777777778,0.023207944168063883
302,27,5,"(27, 5)",26,41,0.6341463414634146,0.03871318413405634
303,27,6,"(27, 6)",11,24,0.4583333333333333,0.0645774832507442
304,27,7,"(27, 7)",8,17,0.47058823529411764,0.10772173450159415
305,27,8,"(27, 8)",14,22,0.6363636363636364,0.17969068319023127
306,27,9,"(27, 9)",13,26,0.5,0.2997421251594704
307,27,10,"(27, 10)",11,22,0.5,0.5
308,28,0,"(28, 0)",5,5,1.0,0.0
309,28,2,"(28, 2)",5,5,1.0,0.008340502686000294
310,28,4,"(28, 4)",5,5,1.0,0.023207944168063883
311,28,6,"(28, 6)",26,26,1.0,0.0645774832507442
312,28,8,"(28, 8)",50,57,0.8771929824561403,0.17969068319023127
313,28,10,"(28, 10)",60,75,0.8,0.5
314,28,12,"(28, 12)",27,46,0.5869565217391305,12.0
315,28,14,"(28, 14)",13,24,0.5416666666666666,14.0
316,28,16,"(28, 16)",15,22,0.6818181818181818,16.0
317,28,18,"(28, 18)",5,15,0.3333333333333333,18.0
318,28,20,"(28, 20)",6,13,0.46153846153846156,20.0
319,29,0,"(29, 0)",96,161,0.5962732919254659,0.0
320,29,1,"(29, 1)",36,58,0.6206896551724138,0.005
321,29,2,"(29, 2)",15,26,0.5769230769230769,0.008340502686000294
322,29,3,"(29, 3)",25,34,0.7352941176470589,0.01391279701103562
323,29,4,"(29, 4)",19,32,0.59375,0.023207944168063883
324,29,5,"(29, 5)",14,27,0.5185185185185185,0.03871318413405634
325,29,6,"(29, 6)",8,21,0.38095238095238093,0.0645774832507442
326,29,7,"(29, 7)",5,15,0.3333333333333333,0.10772173450159415
327,29,8,"(29, 8)",7,16,0.4375,0.17969068319023127
328,29,9,"(29, 9)",14,25,0.56,0.2997421251594704
329,29,10,"(29, 10)",10,25,0.4,0.5
330,30,0,"(30, 0)",17,22,0.7727272727272727,0.0
331,30,1,"(30, 1)",11,15,0.7333333333333333,0.005
332,30,2,"(30, 2)",10,14,0.7142857142857143,0.008340502686000294
333,30,3,"(30, 3)",38,42,0.9047619047619048,0.01391279701103562
334,30,4,"(30, 4)",53,65,0.8153846153846154,0.023207944168063883
335,30,5,"(30, 5)",46,65,0.7076923076923077,0.03871318413405634
336,30,6,"(30, 6)",34,55,0.6181818181818182,0.0645774832507442
337,30,7,"(30, 7)",21,40,0.525,0.10772173450159415
338,30,8,"(30, 8)",17,33,0.5151515151515151,0.17969068319023127
339,30,9,"(30, 9)",14,29,0.4827586206896552,0.2997421251594704
340,30,10,"(30, 10)",23,40,0.575,0.5
341,31,0,"(31, 0)",64,84,0.7619047619047619,0.0
342,31,1,"(31, 1)",41,55,0.7454545454545455,0.005
343,31,2,"(31, 2)",48,63,0.7619047619047619,0.008340502686000294
344,31,3,"(31, 3)",18,34,0.5294117647058824,0.01391279701103562
345,31,4,"(31, 4)",24,32,0.75,0.023207944168063883
346,31,5,"(31, 5)",24,34,0.7058823529411765,0.03871318413405634
347,31,6,"(31, 6)",14,25,0.56,0.0645774832507442
348,31,7,"(31, 7)",26,33,0.7878787878787878,0.10772173450159415
349,31,8,"(31, 8)",11,23,0.4782608695652174,0.17969068319023127
350,31,9,"(31, 9)",21,30,0.7,0.2997421251594704
351,31,10,"(31, 10)",15,29,0.5172413793103449,0.5
352,32,0,"(32, 0)",140,260,0.5384615384615384,0.0
353,32,1,"(32, 1)",30,59,0.5084745762711864,0.005
354,32,2,"(32, 2)",6,18,0.3333333333333333,0.008340502686000294
355,32,3,"(32, 3)",7,12,0.5833333333333334,0.01391279701103562
356,32,4,"(32, 4)",10,17,0.5882352941176471,0.023207944168063883
357,32,5,"(32, 5)",11,19,0.5789473684210527,0.03871318413405634
358,32,6,"(32, 6)",18,26,0.6923076923076923,0.0645774832507442
359,32,7,"(32, 7)",15,25,0.6,0.10772173450159415
360,32,8,"(32, 8)",10,24,0.4166666666666667,0.17969068319023127
361,32,9,"(32, 9)",9,20,0.45,0.2997421251594704
362,32,10,"(32, 10)",2,13,0.15384615384615385,0.5
363,33,0,"(33, 0)",127,199,0.6381909547738693,0.0
364,33,1,"(33, 1)",44,68,0.6470588235294118,0.005
365,33,2,"(33, 2)",22,39,0.5641025641025641,0.008340502686000294
366,33,3,"(33, 3)",12,21,0.5714285714285714,0.01391279701103562
367,33,4,"(33, 4)",9,17,0.5294117647058824,0.023207944168063883
368,33,5,"(33, 5)",9,18,0.5,0.03871318413405634
369,33,6,"(33, 6)",16,25,0.64,0.0645774832507442
370,33,7,"(33, 7)",28,38,0.7368421052631579,0.10772173450159415
371,33,8,"(33, 8)",13,27,0.48148148148148145,0.17969068319023127
372,33,9,"(33, 9)",12,24,0.5,0.2997421251594704
373,33,10,"(33, 10)",15,26,0.5769230769230769,0.5
374,34,0,"(34, 0)",8,8,1.0,0.0
375,34,1,"(34, 1)",8,9,0.8888888888888888,0.005
376,34,2,"(34, 2)",10,11,0.9090909090909091,0.008340502686000294
377,34,3,"(34, 3)",18,19,0.9473684210526315,0.01391279701103562
378,34,4,"(34, 4)",49,53,0.9245283018867925,0.023207944168063883
379,34,5,"(34, 5)",85,102,0.8333333333333334,0.03871318413405634
380,34,6,"(34, 6)",40,75,0.5333333333333333,0.0645774832507442
381,34,7,"(34, 7)",24,42,0.5714285714285714,0.10772173450159415
382,34,8,"(34, 8)",9,25,0.36,0.17969068319023127
383,34,9,"(34, 9)",10,23,0.43478260869565216,0.2997421251594704
384,34,10,"(34, 10)",13,28,0.4642857142857143,0.5
